Loja,Estado,Data da Venda,Produto,Marca,Categoria,Preço Unitário,Custo Unitário,Tamanho Pedido
Nova Iguaçu,Rio de Janeiro,2016-06-10,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Rio de Janeiro,Rio de Janeiro,2016-06-11,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Porto Alegre,Rio Grande do Sul,2016-06-13,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Fortaleza,Ceara,2016-06-14,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Fortaleza,Ceara,2016-06-15,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-06-16,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Rio de Janeiro,Rio de Janeiro,2016-06-16,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-06-17,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Guarulhos,São Paulo,2016-06-17,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Rio de Janeiro,Rio de Janeiro,2016-06-18,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Fortaleza,Ceara,2016-06-19,Smart TV 50' 4K,LG,Televisão,2600,1700,1
São Paulo,São Paulo,2016-06-20,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Salvador,Bahia,2016-06-20,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Niterói,Rio de Janeiro,2016-06-21,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Guarulhos,São Paulo,2016-06-21,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Salvador,Bahia,2016-06-21,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Recife,Pernanbuco,2016-06-21,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-06-22,Smart TV 50' 4K,LG,Televisão,2600,1700,1
São Paulo,São Paulo,2016-06-24,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Campinas,São Paulo,2016-06-24,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Belo Horizonte,Minas Gerais,2016-06-25,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Fortaleza,Ceara,2016-06-25,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-06-26,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Salvador,Bahia,2016-06-26,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Goiânia,Goias,2016-06-26,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Rio de Janeiro,Rio de Janeiro,2016-06-26,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Porto Alegre,Rio Grande do Sul,2016-06-28,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Salvador,Bahia,2016-06-28,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Goiânia,Goias,2016-06-28,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Niterói,Rio de Janeiro,2016-06-29,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Fortaleza,Ceara,2016-06-29,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Rio de Janeiro,Rio de Janeiro,2016-06-30,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Campinas,São Paulo,2016-07-01,Smart TV 50' 4K,LG,Televisão,2600,1700,5
São Paulo,São Paulo,2016-07-01,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Rio de Janeiro,Rio de Janeiro,2016-07-01,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Rio de Janeiro,Rio de Janeiro,2016-07-01,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Rio de Janeiro,Rio de Janeiro,2016-07-02,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Rio de Janeiro,Rio de Janeiro,2016-07-02,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Guarulhos,São Paulo,2016-07-03,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Rio de Janeiro,Rio de Janeiro,2016-07-03,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Curitiba,Paraná,2016-07-04,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Salvador,Bahia,2016-07-04,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Guarulhos,São Paulo,2016-07-04,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Rio de Janeiro,Rio de Janeiro,2016-07-04,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Rio de Janeiro,Rio de Janeiro,2016-07-04,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Goiânia,Goias,2016-07-06,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Campinas,São Paulo,2016-07-08,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Goiânia,Goias,2016-07-08,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Fortaleza,Ceara,2016-07-08,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Salvador,Bahia,2016-07-09,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Salvador,Bahia,2016-07-09,Smart TV 50' 4K,LG,Televisão,2600,1700,5
São Paulo,São Paulo,2016-07-09,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Belo Horizonte,Minas Gerais,2016-07-10,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Recife,Pernanbuco,2016-07-10,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Campinas,São Paulo,2016-07-10,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Guarulhos,São Paulo,2016-07-10,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Recife,Pernanbuco,2016-07-12,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Rio de Janeiro,Rio de Janeiro,2016-07-12,Smart TV 50' 4K,LG,Televisão,2600,1700,1
São Paulo,São Paulo,2016-07-13,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-07-13,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Salvador,Bahia,2016-07-13,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-07-13,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Rio de Janeiro,Rio de Janeiro,2016-07-14,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-07-14,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-07-15,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Guarulhos,São Paulo,2016-07-15,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Fortaleza,Ceara,2016-07-16,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-07-16,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Goiânia,Goias,2016-07-16,Smart TV 50' 4K,LG,Televisão,2600,1700,5
São Paulo,São Paulo,2016-07-17,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Porto Alegre,Rio Grande do Sul,2016-07-18,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Campinas,São Paulo,2016-07-18,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Rio de Janeiro,Rio de Janeiro,2016-07-19,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Recife,Pernanbuco,2016-07-19,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Guarulhos,São Paulo,2016-07-19,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Nova Iguaçu,Rio de Janeiro,2016-07-19,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Curitiba,Paraná,2016-07-19,Smart TV 50' 4K,LG,Televisão,2600,1700,2
São Paulo,São Paulo,2016-07-20,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Fortaleza,Ceara,2016-07-20,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Salvador,Bahia,2016-07-21,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Guarulhos,São Paulo,2016-07-21,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Salvador,Bahia,2016-07-22,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Curitiba,Paraná,2016-07-23,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Fortaleza,Ceara,2016-07-23,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-07-25,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Recife,Pernanbuco,2016-07-25,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Rio de Janeiro,Rio de Janeiro,2016-07-26,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Recife,Pernanbuco,2016-07-28,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-07-29,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Curitiba,Paraná,2016-07-29,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Salvador,Bahia,2016-07-29,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Niterói,Rio de Janeiro,2016-07-30,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-07-30,Smart TV 50' 4K,LG,Televisão,2600,1700,2
São Paulo,São Paulo,2016-07-31,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Fortaleza,Ceara,2016-07-31,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Campinas,São Paulo,2016-07-31,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Porto Alegre,Rio Grande do Sul,2016-07-31,Smart TV 50' 4K,LG,Televisão,2600,1700,1
São Paulo,São Paulo,2016-08-02,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Goiânia,Goias,2016-08-02,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Porto Alegre,Rio Grande do Sul,2016-08-05,Smart TV 50' 4K,LG,Televisão,2600,1700,5
São Paulo,São Paulo,2016-08-05,Smart TV 50' 4K,LG,Televisão,2600,1700,1
São Paulo,São Paulo,2016-08-06,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Rio de Janeiro,Rio de Janeiro,2016-08-06,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-08-06,Smart TV 50' 4K,LG,Televisão,2600,1700,1
São Paulo,São Paulo,2016-08-06,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Belo Horizonte,Minas Gerais,2016-08-07,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Recife,Pernanbuco,2016-08-10,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Fortaleza,Ceara,2016-08-10,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Recife,Pernanbuco,2016-08-11,Smart TV 50' 4K,LG,Televisão,2600,1700,2
São Paulo,São Paulo,2016-08-11,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Fortaleza,Ceara,2016-08-13,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Campinas,São Paulo,2016-08-14,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Goiânia,Goias,2016-08-14,Smart TV 50' 4K,LG,Televisão,2600,1700,1
São Paulo,São Paulo,2016-08-15,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Recife,Pernanbuco,2016-08-15,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Rio de Janeiro,Rio de Janeiro,2016-08-15,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Belo Horizonte,Minas Gerais,2016-08-17,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Goiânia,Goias,2016-08-17,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Rio de Janeiro,Rio de Janeiro,2016-08-17,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-08-18,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Recife,Pernanbuco,2016-08-19,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Recife,Pernanbuco,2016-08-19,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Rio de Janeiro,Rio de Janeiro,2016-08-20,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Curitiba,Paraná,2016-08-20,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-08-21,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Campinas,São Paulo,2016-08-22,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-08-23,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Nova Iguaçu,Rio de Janeiro,2016-08-25,Smart TV 50' 4K,LG,Televisão,2600,1700,5
São Paulo,São Paulo,2016-08-26,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Rio de Janeiro,Rio de Janeiro,2016-08-28,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Goiânia,Goias,2016-08-28,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Curitiba,Paraná,2016-08-28,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Rio de Janeiro,Rio de Janeiro,2016-08-28,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Salvador,Bahia,2016-08-29,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Rio de Janeiro,Rio de Janeiro,2016-08-30,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Salvador,Bahia,2016-08-30,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Nova Iguaçu,Rio de Janeiro,2016-08-30,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Rio de Janeiro,Rio de Janeiro,2016-08-30,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Campinas,São Paulo,2016-08-31,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Campinas,São Paulo,2016-08-31,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Nova Iguaçu,Rio de Janeiro,2016-08-31,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Fortaleza,Ceara,2016-09-01,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Goiânia,Goias,2016-09-01,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Goiânia,Goias,2016-09-03,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Guarulhos,São Paulo,2016-09-03,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Salvador,Bahia,2016-09-03,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Salvador,Bahia,2016-09-04,Smart TV 50' 4K,LG,Televisão,2600,1700,5
São Paulo,São Paulo,2016-09-06,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Salvador,Bahia,2016-09-07,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Fortaleza,Ceara,2016-09-07,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Curitiba,Paraná,2016-09-07,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Guarulhos,São Paulo,2016-09-08,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Guarulhos,São Paulo,2016-09-08,Smart TV 50' 4K,LG,Televisão,2600,1700,1
São Paulo,São Paulo,2016-09-08,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Recife,Pernanbuco,2016-09-08,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Campinas,São Paulo,2016-09-09,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Porto Alegre,Rio Grande do Sul,2016-09-12,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Rio de Janeiro,Rio de Janeiro,2016-09-13,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Porto Alegre,Rio Grande do Sul,2016-09-14,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Goiânia,Goias,2016-09-14,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Rio de Janeiro,Rio de Janeiro,2016-09-15,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Salvador,Bahia,2016-09-15,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Porto Alegre,Rio Grande do Sul,2016-09-16,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Fortaleza,Ceara,2016-09-16,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Recife,Pernanbuco,2016-09-16,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Nova Iguaçu,Rio de Janeiro,2016-09-16,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-09-17,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Curitiba,Paraná,2016-09-17,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-09-17,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Fortaleza,Ceara,2016-09-18,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Recife,Pernanbuco,2016-09-19,Smart TV 50' 4K,LG,Televisão,2600,1700,5
São Paulo,São Paulo,2016-09-19,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Goiânia,Goias,2016-09-19,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-09-20,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Belo Horizonte,Minas Gerais,2016-09-20,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Rio de Janeiro,Rio de Janeiro,2016-09-20,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Rio de Janeiro,Rio de Janeiro,2016-09-20,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Recife,Pernanbuco,2016-09-21,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Salvador,Bahia,2016-09-21,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Rio de Janeiro,Rio de Janeiro,2016-09-21,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-09-21,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Nova Iguaçu,Rio de Janeiro,2016-09-22,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Guarulhos,São Paulo,2016-09-22,Smart TV 50' 4K,LG,Televisão,2600,1700,5
São Paulo,São Paulo,2016-09-22,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Salvador,Bahia,2016-09-24,Smart TV 50' 4K,LG,Televisão,2600,1700,2
São Paulo,São Paulo,2016-09-24,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Curitiba,Paraná,2016-09-25,Smart TV 50' 4K,LG,Televisão,2600,1700,5
São Paulo,São Paulo,2016-09-25,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Curitiba,Paraná,2016-09-25,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-09-26,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-09-26,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Rio de Janeiro,Rio de Janeiro,2016-09-27,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Curitiba,Paraná,2016-09-28,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Fortaleza,Ceara,2016-09-28,Smart TV 50' 4K,LG,Televisão,2600,1700,5
São Paulo,São Paulo,2016-09-28,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Rio de Janeiro,Rio de Janeiro,2016-09-28,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Goiânia,Goias,2016-09-29,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Nova Iguaçu,Rio de Janeiro,2016-09-30,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Goiânia,Goias,2016-10-03,Smart TV 50' 4K,LG,Televisão,2600,1700,2
São Paulo,São Paulo,2016-10-04,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Curitiba,Paraná,2016-10-04,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Recife,Pernanbuco,2016-10-04,Smart TV 50' 4K,LG,Televisão,2600,1700,1
São Paulo,São Paulo,2016-10-04,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Belo Horizonte,Minas Gerais,2016-10-05,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Rio de Janeiro,Rio de Janeiro,2016-10-07,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-10-07,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Curitiba,Paraná,2016-10-08,Smart TV 50' 4K,LG,Televisão,2600,1700,5
São Paulo,São Paulo,2016-10-08,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Salvador,Bahia,2016-10-10,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Campinas,São Paulo,2016-10-10,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Fortaleza,Ceara,2016-10-11,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Campinas,São Paulo,2016-10-11,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Fortaleza,Ceara,2016-10-12,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Curitiba,Paraná,2016-10-12,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Porto Alegre,Rio Grande do Sul,2016-10-14,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-10-15,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Curitiba,Paraná,2016-10-15,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-10-16,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Niterói,Rio de Janeiro,2016-10-17,Smart TV 50' 4K,LG,Televisão,2600,1700,1
São Paulo,São Paulo,2016-10-17,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Niterói,Rio de Janeiro,2016-10-18,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Rio de Janeiro,Rio de Janeiro,2016-10-19,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Nova Iguaçu,Rio de Janeiro,2016-10-19,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Goiânia,Goias,2016-10-19,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-10-19,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Curitiba,Paraná,2016-10-19,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Porto Alegre,Rio Grande do Sul,2016-10-19,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Recife,Pernanbuco,2016-10-19,Smart TV 50' 4K,LG,Televisão,2600,1700,4
São Paulo,São Paulo,2016-10-21,Smart TV 50' 4K,LG,Televisão,2600,1700,5
São Paulo,São Paulo,2016-10-21,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Rio de Janeiro,Rio de Janeiro,2016-10-21,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Nova Iguaçu,Rio de Janeiro,2016-10-23,Smart TV 50' 4K,LG,Televisão,2600,1700,2
São Paulo,São Paulo,2016-10-24,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Fortaleza,Ceara,2016-10-24,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-10-25,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Rio de Janeiro,Rio de Janeiro,2016-10-26,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Belo Horizonte,Minas Gerais,2016-10-27,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Campinas,São Paulo,2016-10-28,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Campinas,São Paulo,2016-10-28,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-10-29,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Nova Iguaçu,Rio de Janeiro,2016-10-29,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Curitiba,Paraná,2016-10-29,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Fortaleza,Ceara,2016-10-29,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Guarulhos,São Paulo,2016-10-30,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Belo Horizonte,Minas Gerais,2016-10-30,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Fortaleza,Ceara,2016-10-30,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Curitiba,Paraná,2016-10-31,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Fortaleza,Ceara,2016-10-31,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Guarulhos,São Paulo,2016-10-31,Smart TV 50' 4K,LG,Televisão,2600,1700,2
São Paulo,São Paulo,2016-11-01,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Goiânia,Goias,2016-11-01,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Recife,Pernanbuco,2016-11-01,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Niterói,Rio de Janeiro,2016-11-01,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Rio de Janeiro,Rio de Janeiro,2016-11-02,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Rio de Janeiro,Rio de Janeiro,2016-11-02,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Recife,Pernanbuco,2016-11-02,Smart TV 50' 4K,LG,Televisão,2600,1700,1
São Paulo,São Paulo,2016-11-03,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Belo Horizonte,Minas Gerais,2016-11-03,Smart TV 50' 4K,LG,Televisão,2600,1700,2
São Paulo,São Paulo,2016-11-05,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Curitiba,Paraná,2016-11-06,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Recife,Pernanbuco,2016-11-06,Smart TV 50' 4K,LG,Televisão,2600,1700,2
São Paulo,São Paulo,2016-11-06,Smart TV 50' 4K,LG,Televisão,2600,1700,1
São Paulo,São Paulo,2016-11-06,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Rio de Janeiro,Rio de Janeiro,2016-11-07,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Campinas,São Paulo,2016-11-07,Smart TV 50' 4K,LG,Televisão,2600,1700,3
São Paulo,São Paulo,2016-11-07,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Salvador,Bahia,2016-11-08,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Salvador,Bahia,2016-11-08,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Salvador,Bahia,2016-11-09,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Goiânia,Goias,2016-11-09,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Fortaleza,Ceara,2016-11-09,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Fortaleza,Ceara,2016-11-09,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Recife,Pernanbuco,2016-11-09,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Recife,Pernanbuco,2016-11-09,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Rio de Janeiro,Rio de Janeiro,2016-11-10,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Nova Iguaçu,Rio de Janeiro,2016-11-10,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Campinas,São Paulo,2016-11-10,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Recife,Pernanbuco,2016-11-10,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Rio de Janeiro,Rio de Janeiro,2016-11-11,Smart TV 50' 4K,LG,Televisão,2600,1700,2
São Paulo,São Paulo,2016-11-12,Smart TV 50' 4K,LG,Televisão,2600,1700,5
Campinas,São Paulo,2016-11-13,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Fortaleza,Ceara,2016-11-14,Smart TV 50' 4K,LG,Televisão,2600,1700,1
Campinas,São Paulo,2016-11-14,Smart TV 50' 4K,LG,Televisão,2600,1700,4
Belo Horizonte,Minas Gerais,2016-11-14,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Goiânia,Goias,2016-11-15,Smart TV 50' 4K,LG,Televisão,2600,1700,2
Goiânia,Goias,2016-11-15,Smart TV 50' 4K,LG,Televisão,2600,1700,3
Fortaleza,Ceara,2016-11-16,Smart TV 50' 4K,LG,Televisão,2600,1700,2
