Produto,Categoria,Preco,Quantidade,DataVenda
Câmera Digital Sony Cyber,Câmera,700,2,2016-01-26
Galaxy S8,Celular,3000,2,2016-01-26
Smart TV 50' 4K,Televisão,2600,5,2016-01-26
Câmera Digital Sony Cyber,Câmera,700,2,2016-01-26
Smart Watch MI,Smart Watch,1200,5,2016-01-26
Smart TV 50' 4K,Televisão,2600,4,2016-01-26
Aspire 5,Notebook,2400,4,2016-01-27
Samsung Dual Core,Notebook,1500,3,2016-01-27
Samsung Dual Core,Notebook,1500,1,2016-01-27
Câmera Digital Rebel T6,Câmera,1500,3,2016-01-27
iPhone 6S,Celular,1900,3,2016-01-27
Galaxy S10,Celular,4500,3,2016-01-27
Smart Watch MI,Smart Watch,1200,5,2016-01-27
Aspire 5,Notebook,2400,5,2016-01-27
Galaxy S8,Celular,3000,1,2016-01-27
Smart TV LED Full HD 55',Televisão,2000,5,2016-01-27
Câmera Coolpix L340,Câmera,1550,5,2016-01-27
Galaxy S8,Celular,3000,4,2016-01-27
Moto G7,Celular,1400,4,2016-01-27
Dell G7,Notebook,5500,4,2016-01-27
Câmera Digital Sony Cyber,Câmera,700,5,2016-01-27
Smart TV 50' 4K,Televisão,2600,3,2016-01-27
Inspiron 15,Notebook,2300,1,2016-01-27
Câmera Digital Sony Cyber,Câmera,700,1,2016-01-27
Moto Z,Celular,1500,2,2016-01-28
Smart TV 50' 4K,Televisão,2600,3,2016-01-28
Inspiron 15,Notebook,2300,3,2016-01-28
Tablet M10 Android,Tablet,2000,1,2016-01-28
iPhone XS,Celular,6500,2,2016-01-28
Moto Z,Celular,1500,5,2016-01-28
Inspiron 15,Notebook,2300,1,2016-01-28
Smart Watch MI,Smart Watch,1200,3,2016-01-28
Moto G7,Celular,1400,1,2016-01-28
Smart TV 75' 4K,Televisão,5200,3,2016-01-28
Câmera Digital Rebel T6,Câmera,1500,1,2016-01-28
Samsung Dual Core,Notebook,1500,5,2016-01-28
Smart Watch MI,Smart Watch,1200,3,2016-01-28
Câmera Coolpix L340,Câmera,1550,1,2016-01-28
Câmera Digital Sony Cyber,Câmera,700,1,2016-01-28
Samsung Dual Core,Notebook,1500,4,2016-01-28
Samsung Dual Core,Notebook,1500,2,2016-01-28
Smart TV LED Full HD 55',Televisão,2000,3,2016-01-29
Moto G7,Celular,1400,1,2016-01-29
Dell G7,Notebook,5500,4,2016-01-29
Câmera Digital Rebel T6,Câmera,1500,4,2016-01-29
Smart TV LED Full HD 55',Televisão,2000,3,2016-01-29
TV LED 32',Televisão,1400,2,2016-01-29
Galaxy S8,Celular,3000,5,2016-01-29
Smart Watch MI,Smart Watch,1200,5,2016-01-29
Samsung Dual Core,Notebook,1500,3,2016-01-29
Aspire 5,Notebook,2400,5,2016-01-29
Smart TV 50' 4K,Televisão,2600,5,2016-01-29
Smart TV LED Full HD 55',Televisão,2000,1,2016-01-29
iPhone 6S,Celular,1900,2,2016-01-29
Moto Z,Celular,1500,1,2016-01-29
Moto G7,Celular,1400,3,2016-01-29
TV LED 32',Televisão,1400,2,2016-01-29
Moto G7,Celular,1400,2,2016-01-29
Smart Watch MI,Smart Watch,1200,4,2016-01-29
iPhone 6S,Celular,1900,5,2016-01-29
Moto G7,Celular,1400,3,2016-01-29
Galaxy J8,Celular,1100,2,2016-01-29
Galaxy S10,Celular,4500,5,2016-01-29
Câmera Digital Rebel T6,Câmera,1500,3,2016-01-29
TV LED 32',Televisão,1400,5,2016-01-30
iPhone XS,Celular,6500,2,2016-01-30
Moto G7,Celular,1400,5,2016-01-30
Galaxy S10,Celular,4500,1,2016-01-30
TV LED 32',Televisão,1400,4,2016-01-30
Inspiron 15,Notebook,2300,5,2016-01-30
Smart TV LED Full HD 55',Televisão,2000,2,2016-01-30
Inspiron 15,Notebook,2300,5,2016-01-30
Moto G7,Celular,1400,4,2016-01-30
Câmera Digital Sony Cyber,Câmera,700,5,2016-01-30
Samsung Dual Core,Notebook,1500,4,2016-01-30
Smart TV 50' 4K,Televisão,2600,2,2016-01-30
Câmera Digital Sony Cyber,Câmera,700,3,2016-01-30
iPhone 7,Celular,2500,1,2016-01-30
Smart TV 75' 4K,Televisão,5200,1,2016-01-30
Galaxy S8,Celular,3000,4,2016-01-30
Smart TV 75' 4K,Televisão,5200,4,2016-01-30
Moto G7,Celular,1400,5,2016-01-30
Câmera Coolpix L340,Câmera,1550,2,2016-01-30
Moto G7,Celular,1400,1,2016-01-30
Moto G7,Celular,1400,5,2016-01-30
Smart TV 50' 4K,Televisão,2600,3,2016-01-30
Câmera Digital Sony Cyber,Câmera,700,4,2016-01-31
Smart TV 75' 4K,Televisão,5200,1,2016-01-31
Câmera Digital Sony Cyber,Câmera,700,2,2016-01-31
Smart TV 50' 4K,Televisão,2600,2,2016-01-31
Câmera Coolpix L340,Câmera,1550,4,2016-01-31
Galaxy S8,Celular,3000,3,2016-01-31
Câmera Digital Rebel T6,Câmera,1500,5,2016-01-31
Câmera Coolpix L340,Câmera,1550,2,2016-01-31
iPhone 7,Celular,2500,5,2016-01-31
Smart TV LED Full HD 55',Televisão,2000,4,2016-01-31
Inspiron 15,Notebook,2300,5,2016-01-31
iPhone 7,Celular,2500,1,2016-01-31
Smart TV LED Full HD 55',Televisão,2000,3,2016-01-31
Tablet M10 Android,Tablet,2000,3,2016-01-31
Inspiron 15,Notebook,2300,2,2016-01-31
Galaxy S8,Celular,3000,4,2016-01-31
Câmera Digital Rebel T6,Câmera,1500,2,2016-01-31
Moto G7,Celular,1400,4,2016-01-31
Smart Watch MI,Smart Watch,1200,3,2016-02-01
Smart TV LED Full HD 55',Televisão,2000,2,2016-02-01
Inspiron 15,Notebook,2300,1,2016-02-01
Dell G7,Notebook,5500,3,2016-02-01
Moto Z,Celular,1500,5,2016-02-01
Smart Watch MI,Smart Watch,1200,3,2016-02-01
Smart TV 50' 4K,Televisão,2600,2,2016-02-01
Smart TV LED Full HD 55',Televisão,2000,4,2016-02-01
Aspire 5,Notebook,2400,5,2016-02-01
Smart TV LED Full HD 55',Televisão,2000,3,2016-02-01
TV LED 32',Televisão,1400,2,2016-02-01
Smart TV 50' 4K,Televisão,2600,1,2016-02-01
Samsung Dual Core,Notebook,1500,4,2016-02-01
iPhone 7,Celular,2500,3,2016-02-01
Smart TV 50' 4K,Televisão,2600,4,2016-02-01
Smart TV 50' 4K,Televisão,2600,4,2016-02-01
iPhone 6S,Celular,1900,4,2016-02-01
Smart TV LED Full HD 55',Televisão,2000,2,2016-02-01
Moto G7,Celular,1400,4,2016-02-01
Samsung Dual Core,Notebook,1500,2,2016-02-01
iPhone 7,Celular,2500,3,2016-02-01
Câmera Digital Sony Cyber,Câmera,700,4,2016-02-01
Smart TV 75' 4K,Televisão,5200,5,2016-02-01
Inspiron 15,Notebook,2300,5,2016-02-02
Moto G7,Celular,1400,4,2016-02-02
Moto G7,Celular,1400,5,2016-02-02
Câmera Digital Sony Cyber,Câmera,700,2,2016-02-02
Samsung Dual Core,Notebook,1500,3,2016-02-02
Smart Watch MI,Smart Watch,1200,5,2016-02-02
Galaxy S10,Celular,4500,4,2016-02-02
TV LED 32',Televisão,1400,1,2016-02-02
Inspiron 15,Notebook,2300,3,2016-02-02
Samsung Dual Core,Notebook,1500,3,2016-02-02
Moto G7,Celular,1400,2,2016-02-02
Moto G7,Celular,1400,4,2016-02-02
Inspiron 15,Notebook,2300,1,2016-02-02
Aspire 5,Notebook,2400,1,2016-02-02
Inspiron 15,Notebook,2300,5,2016-02-02
TV LED 32',Televisão,1400,1,2016-02-02
Smart TV 50' 4K,Televisão,2600,5,2016-02-03
Apple Watch,Smart Watch,1750,5,2016-02-03
Inspiron 15,Notebook,2300,1,2016-02-03
Inspiron 15,Notebook,2300,3,2016-02-03
Smart TV 50' 4K,Televisão,2600,1,2016-02-03
Inspiron 15,Notebook,2300,2,2016-02-03
TV LED 32',Televisão,1400,4,2016-02-03
Dell G7,Notebook,5500,4,2016-02-03
Samsung Dual Core,Notebook,1500,5,2016-02-03
Galaxy S8,Celular,3000,2,2016-02-03
Câmera Digital Sony Cyber,Câmera,700,3,2016-02-03
Moto G7,Celular,1400,3,2016-02-03
Smart Watch MI,Smart Watch,1200,4,2016-02-03
Câmera Digital Sony Cyber,Câmera,700,4,2016-02-03
Câmera Digital Sony Cyber,Câmera,700,1,2016-02-03
Moto Z,Celular,1500,1,2016-02-03
Smart Watch MI,Smart Watch,1200,3,2016-02-03
Câmera Digital Sony Cyber,Câmera,700,4,2016-02-04
iPhone 6S,Celular,1900,2,2016-02-04
Moto Z,Celular,1500,3,2016-02-04
Aspire 5,Notebook,2400,3,2016-02-04
Samsung Dual Core,Notebook,1500,4,2016-02-04
iPad 32GB Wifi,Tablet,750,2,2016-02-04
Câmera Digital Rebel T6,Câmera,1500,5,2016-02-04
iPhone XS,Celular,6500,4,2016-02-04
Smart Watch MI,Smart Watch,1200,4,2016-02-04
Câmera Digital Sony Cyber,Câmera,700,2,2016-02-04
Aspire 5,Notebook,2400,2,2016-02-04
Aspire 5,Notebook,2400,5,2016-02-04
Samsung Dual Core,Notebook,1500,2,2016-02-04
Moto G7,Celular,1400,4,2016-02-04
Câmera Digital Sony Cyber,Câmera,700,3,2016-02-04
Samsung Dual Core,Notebook,1500,1,2016-02-04
iPhone 6S,Celular,1900,3,2016-02-04
Galaxy S10,Celular,4500,2,2016-02-05
Smart Watch MI,Smart Watch,1200,2,2016-02-05
Inspiron 15,Notebook,2300,1,2016-02-05
Aspire 5,Notebook,2400,3,2016-02-05
iPhone XS,Celular,6500,4,2016-02-05
iPhone 7,Celular,2500,4,2016-02-05
iPhone XS,Celular,6500,2,2016-02-05
Smart TV LED Full HD 55',Televisão,2000,4,2016-02-05
Smart Watch MI,Smart Watch,1200,5,2016-02-05
Moto Z,Celular,1500,4,2016-02-05
Smart TV 50' 4K,Televisão,2600,5,2016-02-05
Galaxy S10,Celular,4500,4,2016-02-05
Smart TV LED Full HD 55',Televisão,2000,3,2016-02-05
Smart TV LED Full HD 55',Televisão,2000,1,2016-02-05
Samsung Dual Core,Notebook,1500,4,2016-02-06
Câmera Digital Sony Cyber,Câmera,700,3,2016-02-06
Inspiron 15,Notebook,2300,1,2016-02-06
Galaxy J8,Celular,1100,5,2016-02-06
Smart TV 50' 4K,Televisão,2600,3,2016-02-06
iPhone 7,Celular,2500,2,2016-02-06
Smart Watch MI,Smart Watch,1200,1,2016-02-06
Câmera Digital Sony Cyber,Câmera,700,2,2016-02-06
Moto G7,Celular,1400,2,2016-02-06
Galaxy S8,Celular,3000,5,2016-02-06
Galaxy S10,Celular,4500,3,2016-02-06
Moto Z,Celular,1500,5,2016-02-06
Moto G7,Celular,1400,3,2016-02-06
Moto Z,Celular,1500,2,2016-02-07
Galaxy S8,Celular,3000,1,2016-02-07
iPhone 6S,Celular,1900,5,2016-02-07
Galaxy J8,Celular,1100,5,2016-02-07
Smart TV LED Full HD 55',Televisão,2000,2,2016-02-07
iPhone 7,Celular,2500,5,2016-02-07
Smart TV 50' 4K,Televisão,2600,3,2016-02-07
Dell G7,Notebook,5500,4,2016-02-07
Aspire 5,Notebook,2400,1,2016-02-07
Câmera Digital Sony Cyber,Câmera,700,4,2016-02-07
Moto Z,Celular,1500,2,2016-02-07
Aspire 5,Notebook,2400,1,2016-02-07
Moto Z,Celular,1500,3,2016-02-07
Câmera Digital Sony Cyber,Câmera,700,2,2016-02-07
Galaxy S8,Celular,3000,2,2016-02-07
Inspiron 15,Notebook,2300,1,2016-02-07
Inspiron 15,Notebook,2300,1,2016-02-07
Smart TV 50' 4K,Televisão,2600,5,2016-02-07
Inspiron 15,Notebook,2300,2,2016-02-07
Câmera Digital Sony Cyber,Câmera,700,4,2016-02-07
Smart TV LED Full HD 55',Televisão,2000,3,2016-02-07
Dell G7,Notebook,5500,3,2016-02-07
Inspiron 15,Notebook,2300,1,2016-02-07
iPhone 7,Celular,2500,2,2016-02-07
Smart TV LED Full HD 55',Televisão,2000,2,2016-02-08
Samsung Dual Core,Notebook,1500,1,2016-02-08
Moto G7,Celular,1400,5,2016-02-08
Moto Z,Celular,1500,1,2016-02-08
iPhone XS,Celular,6500,2,2016-02-08
Moto Z,Celular,1500,3,2016-02-08
Galaxy S10,Celular,4500,2,2016-02-08
Smart TV 50' 4K,Televisão,2600,3,2016-02-08
Smart TV LED Full HD 55',Televisão,2000,4,2016-02-08
iPhone XS,Celular,6500,1,2016-02-08
Câmera Digital Sony Cyber,Câmera,700,1,2016-02-08
Smart TV LED Full HD 55',Televisão,2000,1,2016-02-08
Samsung Dual Core,Notebook,1500,5,2016-02-08
Smart TV 50' 4K,Televisão,2600,1,2016-02-08
Samsung Dual Core,Notebook,1500,2,2016-02-08
Moto G7,Celular,1400,1,2016-02-08
Smart Watch MI,Smart Watch,1200,2,2016-02-08
Smart Watch MI,Smart Watch,1200,3,2016-02-09
Aspire 5,Notebook,2400,5,2016-02-09
Smart TV 50' 4K,Televisão,2600,5,2016-02-09
Câmera Digital Rebel T6,Câmera,1500,5,2016-02-09
Câmera Digital Sony Cyber,Câmera,700,3,2016-02-09
Smart TV 50' 4K,Televisão,2600,3,2016-02-09
Galaxy S10,Celular,4500,2,2016-02-09
Smart TV 50' 4K,Televisão,2600,5,2016-02-09
Smart TV 50' 4K,Televisão,2600,5,2016-02-09
Tablet M10 Android,Tablet,2000,3,2016-02-09
iPhone 6S,Celular,1900,3,2016-02-09
Moto G7,Celular,1400,3,2016-02-09
Câmera Digital Sony Cyber,Câmera,700,3,2016-02-09
iPhone 7,Celular,2500,5,2016-02-09
Smart TV 50' 4K,Televisão,2600,1,2016-02-09
Smart TV 50' 4K,Televisão,2600,2,2016-02-09
Apple Watch,Smart Watch,1750,5,2016-02-09
Galaxy S8,Celular,3000,2,2016-02-09
Smart Watch MI,Smart Watch,1200,5,2016-02-10
Câmera Digital Rebel T6,Câmera,1500,4,2016-02-10
Smart TV 50' 4K,Televisão,2600,5,2016-02-10
Smart TV 50' 4K,Televisão,2600,2,2016-02-10
Smart Watch MI,Smart Watch,1200,3,2016-02-10
Câmera Coolpix L340,Câmera,1550,2,2016-02-10
Smart Watch MI,Smart Watch,1200,4,2016-02-10
Câmera Digital Rebel T6,Câmera,1500,3,2016-02-10
Galaxy S8,Celular,3000,5,2016-02-10
iPhone XS,Celular,6500,2,2016-02-10
Galaxy J8,Celular,1100,1,2016-02-10
Tablet M10 Android,Tablet,2000,3,2016-02-10
Câmera Coolpix L340,Câmera,1550,3,2016-02-10
Câmera Coolpix L340,Câmera,1550,1,2016-02-11
Inspiron 15,Notebook,2300,2,2016-02-11
Moto G7,Celular,1400,5,2016-02-11
Galaxy S8,Celular,3000,1,2016-02-11
Moto G7,Celular,1400,5,2016-02-11
Moto G7,Celular,1400,2,2016-02-11
Smart TV 50' 4K,Televisão,2600,2,2016-02-12
Aspire 5,Notebook,2400,5,2016-02-12
Apple Watch,Smart Watch,1750,4,2016-02-12
Smart TV 50' 4K,Televisão,2600,5,2016-02-12
Galaxy S8,Celular,3000,5,2016-02-12
Smart TV 50' 4K,Televisão,2600,3,2016-02-12
Câmera Digital Sony Cyber,Câmera,700,3,2016-02-12
Smart TV LED Full HD 55',Televisão,2000,1,2016-02-12
Smart TV 50' 4K,Televisão,2600,2,2016-02-12
Câmera Digital Sony Cyber,Câmera,700,3,2016-02-12
TV LED 32',Televisão,1400,1,2016-02-12
Smart TV LED Full HD 55',Televisão,2000,4,2016-02-12
Moto Z,Celular,1500,3,2016-02-12
Câmera Digital Rebel T6,Câmera,1500,1,2016-02-12
Dell G7,Notebook,5500,3,2016-02-12
Câmera Coolpix L340,Câmera,1550,5,2016-02-13
Câmera Digital Rebel T6,Câmera,1500,1,2016-02-13
Galaxy S10,Celular,4500,3,2016-02-13
Smart Watch MI,Smart Watch,1200,4,2016-02-13
Moto G7,Celular,1400,5,2016-02-13
Inspiron 15,Notebook,2300,3,2016-02-13
Smart Watch MI,Smart Watch,1200,3,2016-02-13
Moto Z,Celular,1500,3,2016-02-13
Smart Watch MI,Smart Watch,1200,5,2016-02-13
Galaxy S10,Celular,4500,2,2016-02-13
Samsung Dual Core,Notebook,1500,2,2016-02-13
Câmera Digital Rebel T6,Câmera,1500,5,2016-02-13
iPhone 7,Celular,2500,3,2016-02-13
Inspiron 15,Notebook,2300,2,2016-02-13
Moto G7,Celular,1400,1,2016-02-13
Galaxy J8,Celular,1100,1,2016-02-13
Câmera Digital Sony Cyber,Câmera,700,1,2016-02-13
Smart TV 50' 4K,Televisão,2600,4,2016-02-13
Inspiron 15,Notebook,2300,2,2016-02-13
Galaxy S8,Celular,3000,4,2016-02-13
Smart TV LED Full HD 55',Televisão,2000,4,2016-02-13
Câmera Digital Rebel T6,Câmera,1500,4,2016-02-14
Câmera Coolpix L340,Câmera,1550,5,2016-02-14
Câmera Digital Sony Cyber,Câmera,700,1,2016-02-14
Câmera Digital Rebel T6,Câmera,1500,3,2016-02-14
Câmera Digital Sony Cyber,Câmera,700,5,2016-02-14
Smart TV 50' 4K,Televisão,2600,1,2016-02-14
Moto G7,Celular,1400,2,2016-02-14
Câmera Digital Sony Cyber,Câmera,700,3,2016-02-14
Câmera Digital Sony Cyber,Câmera,700,5,2016-02-14
Smart TV LED Full HD 55',Televisão,2000,5,2016-02-14
Samsung Dual Core,Notebook,1500,2,2016-02-14
Smart TV 50' 4K,Televisão,2600,2,2016-02-14
Câmera Digital Rebel T6,Câmera,1500,1,2016-02-14
Câmera Digital Rebel T6,Câmera,1500,5,2016-02-14
Câmera Digital Sony Cyber,Câmera,700,5,2016-02-15
Galaxy J8,Celular,1100,1,2016-02-15
Moto G7,Celular,1400,1,2016-02-15
Câmera Digital Sony Cyber,Câmera,700,5,2016-02-15
Smart TV 50' 4K,Televisão,2600,3,2016-02-15
Câmera Digital Sony Cyber,Câmera,700,4,2016-02-15
iPhone XS,Celular,6500,3,2016-02-15
Smart TV 50' 4K,Televisão,2600,5,2016-02-15
Câmera Coolpix L340,Câmera,1550,3,2016-02-15
Câmera Coolpix L340,Câmera,1550,2,2016-02-15
Câmera Digital Sony Cyber,Câmera,700,1,2016-02-15
Galaxy S10,Celular,4500,4,2016-02-15
iPhone 7,Celular,2500,1,2016-02-15
Moto G7,Celular,1400,3,2016-02-15
Galaxy J8,Celular,1100,2,2016-02-15
iPhone XS,Celular,6500,4,2016-02-15
TV LED 32',Televisão,1400,1,2016-02-15
Câmera Coolpix L340,Câmera,1550,5,2016-02-15
Smart TV 50' 4K,Televisão,2600,2,2016-02-15
Inspiron 15,Notebook,2300,1,2016-02-15
Aspire 5,Notebook,2400,4,2016-02-16
Moto Z,Celular,1500,4,2016-02-16
Inspiron 15,Notebook,2300,5,2016-02-16
Galaxy S8,Celular,3000,3,2016-02-16
Moto G7,Celular,1400,2,2016-02-16
Câmera Digital Rebel T6,Câmera,1500,1,2016-02-16
Câmera Digital Rebel T6,Câmera,1500,4,2016-02-16
Moto G7,Celular,1400,3,2016-02-16
iPhone XS,Celular,6500,4,2016-02-16
Câmera Digital Rebel T6,Câmera,1500,2,2016-02-16
Galaxy S10,Celular,4500,2,2016-02-16
Câmera Coolpix L340,Câmera,1550,3,2016-02-16
Câmera Digital Sony Cyber,Câmera,700,1,2016-02-16
Smart Watch MI,Smart Watch,1200,4,2016-02-17
Câmera Digital Sony Cyber,Câmera,700,1,2016-02-17
Smart Watch MI,Smart Watch,1200,5,2016-02-17
Galaxy S8,Celular,3000,1,2016-02-17
Inspiron 15,Notebook,2300,2,2016-02-17
Smart TV 50' 4K,Televisão,2600,4,2016-02-17
Câmera Digital Rebel T6,Câmera,1500,2,2016-02-17
iPhone 6S,Celular,1900,2,2016-02-17
Câmera Digital Rebel T6,Câmera,1500,2,2016-02-17
Apple Watch,Smart Watch,1750,1,2016-02-18
Câmera Digital Sony Cyber,Câmera,700,2,2016-02-18
Câmera Digital Rebel T6,Câmera,1500,3,2016-02-18
Smart TV 50' 4K,Televisão,2600,1,2016-02-18
Moto G7,Celular,1400,4,2016-02-18
Câmera Coolpix L340,Câmera,1550,4,2016-02-18
Smart TV 50' 4K,Televisão,2600,1,2016-02-18
Smart TV LED Full HD 55',Televisão,2000,3,2016-02-18
TV LED 32',Televisão,1400,4,2016-02-18
TV LED 32',Televisão,1400,1,2016-02-18
iPhone 6S,Celular,1900,1,2016-02-18
Moto G7,Celular,1400,3,2016-02-18
Câmera Digital Rebel T6,Câmera,1500,4,2016-02-18
Câmera Digital Rebel T6,Câmera,1500,3,2016-02-18
Smart TV 50' 4K,Televisão,2600,5,2016-02-18
Câmera Digital Rebel T6,Câmera,1500,4,2016-02-18
Apple Watch,Smart Watch,1750,1,2016-02-18
Smart TV LED Full HD 55',Televisão,2000,2,2016-02-19
Câmera Digital Sony Cyber,Câmera,700,2,2016-02-19
Inspiron 15,Notebook,2300,4,2016-02-19
Smart TV 50' 4K,Televisão,2600,5,2016-02-19
Câmera Digital Sony Cyber,Câmera,700,2,2016-02-19
Câmera Digital Rebel T6,Câmera,1500,1,2016-02-19
Smart Watch Galaxy,Smart Watch,1450,4,2016-02-19
Samsung Dual Core,Notebook,1500,1,2016-02-19
Samsung Dual Core,Notebook,1500,2,2016-02-19
Dell G7,Notebook,5500,3,2016-02-19
Moto Z,Celular,1500,4,2016-02-19
Câmera Coolpix L340,Câmera,1550,4,2016-02-19
Samsung Dual Core,Notebook,1500,1,2016-02-19
Smart TV LED Full HD 55',Televisão,2000,1,2016-02-19
Galaxy S10,Celular,4500,1,2016-02-19
Smart Watch MI,Smart Watch,1200,1,2016-02-19
Câmera Digital Sony Cyber,Câmera,700,2,2016-02-20
Samsung Dual Core,Notebook,1500,2,2016-02-20
Smart TV 50' 4K,Televisão,2600,5,2016-02-20
Moto G7,Celular,1400,4,2016-02-20
Smart TV 75' 4K,Televisão,5200,1,2016-02-20
Apple Watch,Smart Watch,1750,4,2016-02-20
Galaxy S8,Celular,3000,4,2016-02-20
iPad 32GB Wifi,Tablet,750,2,2016-02-20
TV LED 32',Televisão,1400,5,2016-02-20
Samsung Dual Core,Notebook,1500,1,2016-02-20
Smart TV 50' 4K,Televisão,2600,5,2016-02-20
Câmera Digital Rebel T6,Câmera,1500,4,2016-02-20
TV LED 32',Televisão,1400,1,2016-02-20
Galaxy J8,Celular,1100,3,2016-02-20
Smart TV 50' 4K,Televisão,2600,4,2016-02-20
Smart TV 75' 4K,Televisão,5200,3,2016-02-20
Câmera Digital Sony Cyber,Câmera,700,5,2016-02-21
Smart TV 75' 4K,Televisão,5200,2,2016-02-21
Smart TV 50' 4K,Televisão,2600,2,2016-02-21
Smart TV 50' 4K,Televisão,2600,4,2016-02-21
Câmera Coolpix L340,Câmera,1550,3,2016-02-21
Smart TV 50' 4K,Televisão,2600,1,2016-02-21
Samsung Dual Core,Notebook,1500,1,2016-02-21
Aspire 5,Notebook,2400,5,2016-02-21
Moto G7,Celular,1400,2,2016-02-21
Aspire 5,Notebook,2400,2,2016-02-21
Galaxy S8,Celular,3000,1,2016-02-21
Smart TV 75' 4K,Televisão,5200,5,2016-02-21
Aspire 5,Notebook,2400,2,2016-02-22
Smart Watch MI,Smart Watch,1200,3,2016-02-22
Moto Z,Celular,1500,4,2016-02-22
iPhone 6S,Celular,1900,5,2016-02-22
Câmera Digital Rebel T6,Câmera,1500,1,2016-02-22
Inspiron 15,Notebook,2300,5,2016-02-22
Câmera Digital Sony Cyber,Câmera,700,1,2016-02-22
Smart TV LED Full HD 55',Televisão,2000,3,2016-02-22
TV LED 32',Televisão,1400,4,2016-02-22
Smart Watch MI,Smart Watch,1200,5,2016-02-22
Galaxy S8,Celular,3000,4,2016-02-22
Moto G7,Celular,1400,2,2016-02-22
iPhone 7,Celular,2500,2,2016-02-22
Moto Z,Celular,1500,5,2016-02-22
Dell G7,Notebook,5500,1,2016-02-23
Dell G7,Notebook,5500,2,2016-02-23
Moto Z,Celular,1500,4,2016-02-23
Câmera Digital Sony Cyber,Câmera,700,4,2016-02-23
Smart TV 50' 4K,Televisão,2600,2,2016-02-23
Câmera Digital Sony Cyber,Câmera,700,5,2016-02-23
Câmera Coolpix L340,Câmera,1550,5,2016-02-23
Moto G7,Celular,1400,4,2016-02-23
Câmera Digital Rebel T6,Câmera,1500,5,2016-02-23
Smart Watch MI,Smart Watch,1200,5,2016-02-23
iPhone XS,Celular,6500,4,2016-02-23
iPhone XS,Celular,6500,4,2016-02-24
iPhone XS,Celular,6500,4,2016-02-24
Samsung Dual Core,Notebook,1500,3,2016-02-24
Câmera Digital Sony Cyber,Câmera,700,2,2016-02-24
Câmera Digital Rebel T6,Câmera,1500,2,2016-02-24
Moto G7,Celular,1400,5,2016-02-24
Moto G7,Celular,1400,1,2016-02-24
Câmera Digital Sony Cyber,Câmera,700,5,2016-02-24
Câmera Digital Rebel T6,Câmera,1500,5,2016-02-24
Smart Watch MI,Smart Watch,1200,1,2016-02-24
Galaxy S8,Celular,3000,1,2016-02-24
Galaxy S10,Celular,4500,4,2016-02-24
Samsung Dual Core,Notebook,1500,4,2016-02-24
iPhone XS,Celular,6500,4,2016-02-24
Galaxy J8,Celular,1100,2,2016-02-24
Galaxy S10,Celular,4500,4,2016-02-24
Smart TV LED Full HD 55',Televisão,2000,1,2016-02-24
Galaxy J8,Celular,1100,2,2016-02-24
Samsung Dual Core,Notebook,1500,5,2016-02-24
iPhone XS,Celular,6500,4,2016-02-24
Aspire 5,Notebook,2400,4,2016-02-25
Câmera Digital Sony Cyber,Câmera,700,5,2016-02-25
Smart TV 50' 4K,Televisão,2600,2,2016-02-25
Moto G7,Celular,1400,4,2016-02-25
Smart Watch MI,Smart Watch,1200,5,2016-02-25
Smart TV LED Full HD 55',Televisão,2000,4,2016-02-25
Dell G7,Notebook,5500,1,2016-02-25
Câmera Digital Rebel T6,Câmera,1500,1,2016-02-25
Smart TV 50' 4K,Televisão,2600,4,2016-02-25
Câmera Digital Sony Cyber,Câmera,700,4,2016-02-25
Inspiron 15,Notebook,2300,3,2016-02-25
Smart TV 75' 4K,Televisão,5200,1,2016-02-26
Smart TV LED Full HD 55',Televisão,2000,1,2016-02-26
iPhone 7,Celular,2500,4,2016-02-26
Inspiron 15,Notebook,2300,4,2016-02-26
Moto G7,Celular,1400,2,2016-02-26
iPhone 6S,Celular,1900,1,2016-02-26
Câmera Digital Sony Cyber,Câmera,700,4,2016-02-26
Galaxy S10,Celular,4500,2,2016-02-26
Câmera Digital Rebel T6,Câmera,1500,5,2016-02-26
Smart Watch MI,Smart Watch,1200,5,2016-02-26
Aspire 5,Notebook,2400,3,2016-02-26
Galaxy S8,Celular,3000,5,2016-02-26
Dell G7,Notebook,5500,1,2016-02-27
Câmera Digital Sony Cyber,Câmera,700,4,2016-02-27
Samsung Dual Core,Notebook,1500,1,2016-02-27
Apple Watch,Smart Watch,1750,4,2016-02-27
Inspiron 15,Notebook,2300,2,2016-02-27
Câmera Coolpix L340,Câmera,1550,5,2016-02-27
Moto Z,Celular,1500,5,2016-02-27
Câmera Digital Rebel T6,Câmera,1500,2,2016-02-27
Moto G7,Celular,1400,3,2016-02-27
Smart TV 50' 4K,Televisão,2600,4,2016-02-27
Smart Watch MI,Smart Watch,1200,4,2016-02-27
Samsung Dual Core,Notebook,1500,2,2016-02-27
Moto G7,Celular,1400,5,2016-02-27
Moto Z,Celular,1500,5,2016-02-28
iPhone XS,Celular,6500,3,2016-02-28
Inspiron 15,Notebook,2300,5,2016-02-28
Galaxy J8,Celular,1100,3,2016-02-28
Smart TV LED Full HD 55',Televisão,2000,3,2016-02-28
iPhone 7,Celular,2500,5,2016-02-28
iPhone XS,Celular,6500,4,2016-02-28
Moto Z,Celular,1500,5,2016-02-28
Câmera Coolpix L340,Câmera,1550,2,2016-02-28
